censor,closure_time,start_year,Business type,Rate type (STD),type,sq(ft),is_downtown_association,zone,zone_type,is_home_occ,ft to downtown
1,8351,2003,Contractor- General,Contractor,Service,10849.970716040609,False,R-1,Residential,False,10795.013889594056
1,2464,2019,Contractor- General,Contractor,Service,113632.1974917182,False,C,Commercial,False,9759.551832828784
0,1039,2023,Rental- Residential,Residential Rental,Rental,3936.571668385416,False,R-2,Residential,False,6628.943869380018
1,5630,2010,Rental- Residential,Residential Rental,Rental,9034.84725521491,False,R-2,Residential,False,2282.792794654634
0,1457,2022,Rental- Residential,Residential Rental,Rental,10390.576731880978,False,R-2,Residential,False,1271.287129660584
1,5657,2010,Rental- Residential,Residential Rental,Rental,7635.924795034949,False,R-1,Residential,False,6355.934002393154
0,3535,2016,Rental- Residential,Residential Rental,Rental,7190.355462233589,False,R-1,Residential,False,4884.561593293666
0,1591,2021,Rental- Residential,Residential Rental,Rental,5349.112617494581,False,O,Office,False,686.927070159951
1,8444,2003,Contractor- General,Contractor,Service,5349.112617494581,False,O,Office,False,686.927070159951
1,12406,1992,Rental- Residential,Residential Rental,Rental,5970.183429968475,False,R-1,Residential,False,10665.15563273459
1,5652,2010,Rental- Residential,Residential Rental,Rental,6006.291535363599,False,R-1,Residential,False,3617.5747649798304
1,5623,2010,Rental- Residential,Residential Rental,Rental,57063.80266201096,False,R-3,Residential,False,10688.063083725268
1,4964,2012,Professional,Downtown Association,Downtown Association,10466.032744260334,False,O,Office,False,0.0
1,9200,2000,Rental- Residential,Residential Rental,Rental,93052.41216250887,False,R-3,Residential,False,417.2606309340969
0,5636,2010,Rental- Residential,Residential Rental,Rental,6916.078478341384,False,R-1,Residential,False,5027.325717795781
0,9600,1999,Medical Services,Professional Service,Service,6012.804247161862,False,O,Office,False,1822.6120016432224
0,4643,2013,Home Occupation,General Service,Service,7849.948301115983,False,R-1,Residential,True,3622.458999919031
0,12271,1992,Rental- Residential,Residential Rental,Rental,5405.622752776784,False,R-2,Residential,False,567.9046217657892
1,3915,2015,Rental- Residential,Residential Rental,Rental,7503.67068013748,False,R-1,Residential,False,2038.281988939499
0,12426,1992,Rental- Residential,Residential Rental,Rental,6085.1451481660415,False,R-2,Residential,False,3381.341497559159
1,7533,2005,Contractor- Specialty,Contractor,Service,6988.129651204347,False,R-2,Residential,False,1829.6291560703664
1,3437,2016,Retail,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
1,3473,2016,Homestay,General Service,Service,8458.30041591435,False,R-1,Residential,False,12062.86367293244
0,4631,2013,Rental- Residential,Residential Rental,Rental,4138.10149867749,False,R-2,Residential,False,5832.117548208127
1,5615,2010,Rental- Residential,Residential Rental,Rental,5993.129063257162,False,R-1,Residential,False,11465.643708260655
1,5665,2010,Rental- Residential,Residential Rental,Rental,6652.140772350514,False,R-1,Residential,False,5215.564576827867
1,12414,1992,Architect,Professional Service,Service,5673.323568083858,False,R-1,Residential,False,14309.531337324954
0,9150,2001,Rental- Commercial,Commercial Rental Property,Rental,5804.377010264094,False,O,Office,False,1284.9290685527346
0,11439,1994,Home Occupation,Professional Service,Service,8512.916367722015,False,R-1,Residential,True,15429.55883549334
1,9111,2001,Rental- Residential,Residential Rental,Rental,7167.922401136413,False,R-1,Residential,False,7418.131246196344
0,1456,2022,Rental- Residential,Residential Rental,Rental,7122.792411892554,False,R-3,Residential,False,1022.70322831051
1,13456,1989,Photographic Studio/Portrait,General Service,Service,10302.391430290572,False,R-1,Residential,False,12650.090719103371
1,5646,2010,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
1,3747,2015,Rental- Residential,Residential Rental,Rental,6552.496340854195,False,R-1,Residential,False,7721.21527198645
1,5596,2010,Rental- Residential,Residential Rental,Rental,6005.387808962579,False,R-1,Residential,False,5725.591149383485
1,9170,2001,Rental- Residential,Residential Rental,Rental,151572.04924893263,False,R-4,Residential,False,2652.686346103527
1,9143,2001,Rental- Residential,Residential Rental,Rental,8830.192665733703,False,R-3,Residential,False,221.7481135792751
1,9173,2001,Home Occupation,Downtown Association,Downtown Association,8830.192665733703,False,R-3,Residential,True,221.7481135792751
1,2674,2018,Hotels and Motels,General Service,Service,7392.302339559264,False,R-2,Residential,False,734.0247777416978
0,4211,2014,Homestay,Homestay Temporary TOT,Hotel,7392.302339559264,False,R-2,Residential,False,734.0247777416978
1,5658,2010,Rental- Residential,Residential Rental,Rental,12614.813133083922,False,R-1,Residential,False,9904.792763582896
0,5656,2010,Rental- Residential,Residential Rental,Rental,5673.323568083858,False,R-1,Residential,False,14309.531337324954
0,9207,2000,Rental- Residential,Residential Rental,Rental,2828.410621314676,False,R-4,Residential,False,378.2019009859033
0,5664,2010,Rental- Residential,Residential Rental,Rental,7866.173125809746,False,R-1,Residential,False,12010.90630272241
0,2816,2018,Rental- Residential,Residential Rental,Rental,174830.0224044298,False,R-2,Residential,False,7561.833115312173
0,12408,1992,Rental- Residential,Residential Rental,Rental,5890.393223566909,False,R-1,Residential,False,10753.326584769897
0,5666,2010,Rental- Residential,Residential Rental,Rental,38929.67389451548,False,R-4,Residential,False,653.5861065572253
0,11461,1994,Home Occupation,Professional Service,Service,5891.227874987806,False,R-1,Residential,True,8990.920983939717
1,7218,2006,Medical Services,Professional Service,Service,36400.39777929863,False,PF,Public,False,4097.141772737705
1,12049,1993,Medical Services,Professional Service,Service,28930.910947524146,False,O,Office,False,1814.6413556158027
0,12726,1991,Repair Services,General Wholesaler,Other,21612.24751167751,False,M,Manufacturing,False,6313.798130071347
1,13755,1988,Medical Services,Professional Service,Service,36400.39777929863,False,PF,Public,False,4097.141772737705
0,792,2024,Homestay,General Service,Service,7252.258061544518,False,R-2,Residential,False,7702.696143864311
0,16684,1980,Legal Services,Professional Service,Service,5976.777825993558,False,O,Office,False,19.10851108817292
0,7624,2005,Food Store,General Retailer,Retail,8644.094536390472,False,R-1,Residential,False,14384.246675895058
1,9746,1999,Retail,General Wholesaler,Other,6544.85895358365,False,C,Commercial,False,1811.0068668288532
0,1299,2022,Artist/Art Dealer/Sales/Gallery,General Retailer,Retail,6968.671807493601,False,R-1,Residential,False,5595.15297709003
1,10165,1998,Home Occupation,General Retailer,Retail,7859.154341429822,False,R-1,Residential,True,5034.330700864272
0,1696,2021,Home Occupation,General Retailer,Retail,2020.3194276453144,False,R-3,Residential,True,1573.6414469924036
1,9650,1999,Secondhand Stores,General Retailer,Retail,7063.290495056658,False,R-3,Residential,False,646.0307620743445
1,4253,2014,Homestay,Homestay Temporary TOT,Hotel,11068.340604898083,False,R-2,Residential,False,1023.8542184834484
0,723,2024,Home Occupation,Professional Service,Service,161569.67842780007,False,R-2,Residential,True,12783.29360570145
1,5111,2012,Home Occupation,General Retailer,Retail,9760.083854887933,False,R-1,Residential,True,2596.460025166518
0,3013,2017,Manufacturing,General Service,Service,34836.85971921327,False,M,Manufacturing,False,6864.5310540717965
1,1418,2022,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
1,2996,2017,Consultant,General Retailer,Retail,68701.43724255984,False,C,Commercial,False,9063.868202526122
1,4589,2013,Consultant,Downtown Association,Downtown Association,8083.234207227231,True,C,Commercial,False,0.0
1,5225,2011,Legal Services,Downtown Association,Downtown Association,44030.47530521981,True,C,Commercial,False,0.0
1,5477,2011,Retail,General Retailer,Retail,10881.233163468396,False,C,Commercial,False,4011.456255118953
0,1466,2022,Rental- Residential,Residential Rental,Rental,185323.2386382953,False,R-3,Residential,False,7616.767202057869
0,1851,2021,Home Occupation,Professional Service,Service,6010.792851037012,False,R-1,Residential,True,11782.100803860674
1,6569,2008,Home Occupation,General Service,Service,6652.66743598227,False,R-1,Residential,True,11266.921240512256
0,2287,2019,Maintenance,General Service,Service,21904.52307695409,False,M,Manufacturing,False,9052.16962249924
1,5461,2011,Home Occupation,General Service,Service,8458.229564328507,False,R-1,Residential,True,2935.8292378765964
0,6751,2007,Engineer,Professional Service,Service,40645.68397850013,False,O,Office,False,1213.9383166918035
1,6839,2007,Home Occupation,General Retailer,Retail,70285.99386141327,False,R-4,Residential,True,2670.521539489736
1,9341,2000,"Computers, Sales & Service",General Service,Service,7063.290495056658,False,R-3,Residential,False,646.0307620743445
1,11832,1993,Apparel/Accessories,Downtown Association,Downtown Association,36099.68329911458,True,C,Commercial,False,0.0
1,7071,2006,Retail,Downtown Association,Downtown Association,20481.94705545618,False,C,Commercial,False,12656.981452222191
1,3956,2015,Retail,Downtown Association,Downtown Association,6970.456318220508,True,C,Commercial,False,0.0
1,14093,1987,Apparel/Accessories,General Retailer,Retail,20481.94705545618,False,C,Commercial,False,12656.981452222191
1,12415,1992,Rental- Residential,Residential Rental,Rental,6992.976038100112,False,R-1,Residential,False,2084.164655839438
0,10168,1998,Rental- Commercial,Commercial Rental Property,Rental,177662.97050230033,False,O,Office,False,14958.146988103066
0,4216,2014,Home Occupation,General Manufacturer,Other,18754.716872090787,False,C,Commercial,True,2853.9830286417696
0,7267,2006,Home Occupation,General Service,Service,6836.5545694582415,False,R-2,Residential,True,1701.4311205088334
0,156,2025,Home Occupation,General Service,Service,6098.011903160118,False,R-1,Residential,True,13078.05403287892
1,15954,1982,Rental- Residential,Residential Rental,Rental,26653.47531022889,False,R-4,Residential,False,155.72875380156478
1,15954,1982,Real Estate Agent,Downtown Association,Downtown Association,8377.251199391992,True,C,Commercial,False,0.0
0,3185,2017,Business/ Services/ Professions,General Service,Service,3500.3770232955703,False,O,Office,False,280.5936744968194
0,339,2025,"Wholesale, Distributors",General Wholesaler,Other,156225.5631969689,False,C,Commercial,False,10647.149093580356
1,5954,2009,Recreation-Instruction/Training,General Service,Service,18273.1801761368,False,C,Commercial,False,9090.333345602725
1,6542,2008,Education/School,General Service,Service,66494.21553584574,False,C,Commercial,False,1633.0536744553388
1,399,2025,Home Occupation,Professional Service,Service,3270.671378454615,False,R-1,Residential,True,8178.624530259207
1,7823,2004,Medical Services,Professional Service,Service,4970.308893628574,False,R-2,Residential,False,1897.0163677041576
1,2551,2019,Home Occupation,General Service,Service,7475.69232892017,False,R-3,Residential,True,912.6837902016724
1,9899,1999,Engineer,General Service,Service,16835.26944113621,False,C,Commercial,False,5659.783200378101
1,4153,2014,Home Occupation,Professional Service,Service,9842.132298678513,False,R-3,Residential,True,869.3194768564882
0,3271,2017,Contractor- General,Downtown Association,Downtown Association,4440.868347550672,True,C,Commercial,False,0.0
0,4370,2014,Home Occupation,General Retailer,Retail,2416.6917486128177,False,R-2,Residential,True,13492.065070974257
1,7639,2005,Retail,General Retailer,Retail,8032.221562489184,False,R-1,Residential,False,12126.256109146452
0,11587,1994,Legal Services,Downtown Association,Downtown Association,12104.813733428864,True,C,Commercial,False,0.0
1,5652,2010,Rental- Residential,Residential Rental,Rental,49528.171551684776,False,R-4,Residential,False,4069.578545155685
1,12412,1992,Rental- Residential,Residential Rental,Rental,9555.926323723676,False,R-1,Residential,False,9247.960642082437
0,5608,2010,Rental- Residential,Residential Rental,Rental,8246.447760776426,False,R-1,Residential,False,7642.625500393017
1,5623,2010,Recreation-Instruction/Training,General Service,Service,172554.22759999588,False,C,Commercial,False,10621.0861864381
0,4307,2014,Recreation-Instruction/Training,General Service,Service,310281.12627269345,False,M,Manufacturing,False,10654.827410497168
1,13762,1988,Photographic Studio/Portrait,General Service,Service,13249.62763724233,False,M,Manufacturing,False,8647.891265271543
1,12092,1993,Beauty Salon,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
0,7190,2006,Architect,Downtown Association,Downtown Association,3009.805519327836,True,C,Commercial,False,0.0
1,7647,2005,Retail,General Retailer,Retail,1040694.0422821196,False,R-2,Residential,False,10747.129610853885
1,7465,2005,Retail,Downtown Association,Downtown Association,4909.187098390863,True,C,Commercial,False,0.0
1,5301,2011,Beauty Salon,General Service,Service,20792.69000596724,False,C,Commercial,False,8065.201599499027
0,1844,2021,Home Occupation,Professional Service,Service,103856.9787977616,False,BP,Commercial,True,13278.027178407949
1,2443,2019,Health Spa/Fitness,General Service,Service,12397.84523518979,False,C,Commercial,False,245.8008173032156
1,10544,1997,Misc Business Services,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
0,1160,2023,Engineer,Downtown Association,Downtown Association,29222.4929331776,True,C,Commercial,False,0.0
