DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel,sq(ft),is_downtown_association,zone_type,is_home_occ,ft to downtown
Slo Train Works,Home Occupation,2437 CUMBRE CT,1991-11-10,2015-12-31,,General Retailer,Retail,-120.66111980078,35.265605071338,12535,1,R-1,004-823-049,6512.3015089120345,False,Residential,True,4051.1920091606953
Slo Uptown LLC,Restaurant,796 E FOOTHILL BLVD,2011-07-27,2020-07-24,Coffee Shop & Bakery,General Retailer,Retail,-120.671767194674,35.294155455364,5336,1,C,052-041-089,58351.87534195547,False,Commercial,False,4890.145881121271
SLO Veg,Delivery Services,225 TANK FARM RD STE A4,2009-03-18,,Delivery Of Grocery & Produce Items,General Service,Service,-120.667644489649,35.246745868304,6197,0,C,053-258-012,260930.80653881235,False,Commercial,False,10656.18185354546
Slo Vending,,3440 ROBERTO CT,1990-03-01,2011-09-30,,General Retailer,Retail,-120.64417189658,35.25932361977,13154,1,M,053-063-023,13097.019641393004,False,Manufacturing,False,8436.991510342159
Slo Vida. LLC,Rental- Residential,313 SAN MIGUEL AVE,2010-09-13,2014-04-11,,Residential Rental,Rental,-120.648033068454,35.294254394498,5653,1,R-1,052-133-007,8765.563887611685,False,Residential,False,5243.253645110306
Slo Volks,Retail,12326 LOS OSOS VALLEY RD,2004-09-09,2006-07-20,,General Retailer,Retail,-120.683667508731,35.247949634963,7848,1,C,053-151-019,106851.71203752069,False,Commercial,False,11468.888962606194
SLO Water,Miscellaneous Business,3165 BROAD ST 110,2025-02-06,,Business to sell water,General Retailer,Retail,-120.650227945455,35.261531956073,393,0,C,004-583-038,30263.700494627887,False,Commercial,False,6768.375718617516
SLO WINDOW CLEANING,Home Occupation,3500 BULLOCK LN #44,2015-04-03,2018-06-30,Window Cleaning & Business Maintenance,General Service,Service,-120.641681870886,35.258314876933,3990,1,R-2,053-072-028,32828.32304179366,False,Residential,True,9175.360514022532
SLO WINE CO,Retail,3536 S HIGUERA ST STE 250,2020-07-01,2024-01-01,Wine & Beer Store,General Retailer,Retail,-120.670496561271,35.252200375765,2074,1,C,053-051-048,173168.46892170244,False,Commercial,False,8757.835186938482
Slo Works,Auto Mechanic/Detailer/Services,664 MARSH ST,1982-07-01,2013-06-17,,Downtown Association,Downtown Association,-120.664265960445,35.277893703257,15954,1,C,002-422-024,10242.680863002382,True,Commercial,False,0.0
SLO x FORM,Health Spa/Fitness,3000 BROAD ST # 209,2025-07-28,,,General Service,Service,-120.650740829964,35.26243522248,221,0,C,053-196-009,52276.015984575344,False,Commercial,False,6412.698144733273
SLO Yard & Lawn Maintenance,Gardening,138 DEL NORTE WAY,2004-01-13,,Gardening And Yard Maintenance,General Service,Service,-120.685305736242,35.293444456277,8088,0,R-1,052-351-030,6303.145720129182,False,Residential,False,7365.048491539384
SLO YO frozen yogurt,Restaurant,790 E FOOTHILL BLVD # 130,2026-01-01,,,General Service,Service,-120.671895251997,35.294155455372,64,0,C,052-041-089,58351.87534195547,False,Commercial,False,4912.4242387871145
SLO Yoga Center,Health Spa/Fitness,3840 BROAD ST STE 1,2019-11-20,2020-07-09,Yoga Studio,General Service,Service,-120.644221515211,35.250513018516,2298,1,C,053-081-054,54141.57680299135,False,Commercial,False,11104.765145760002
Slo's Finest,Misc Business Services,3000 BROAD ST SUITE 111,2024-10-30,,Slo's Finest,General Service,Service,-120.650740829964,35.26243522248,492,0,C,053-196-009,52276.015984575344,False,Commercial,False,6412.698144733273
Slo's Finest,Misc Business Services,3563 SUELDO ST STE H,2011-01-25,,Slo's Finest,General Service,Service,-120.66557638261,35.25145253103,5519,0,C,053-253-036,85640.01699504977,False,Commercial,False,8935.549108475205
Slo-Fi,Entertainment,251 HIGUERA ST,2025-08-18,,,General Service,Service,-120.669910288635,35.271153463447,200,0,C,003-721-042,7877.3098782965535,False,Commercial,False,2088.3855652637144
Slo-Op Climbing LLC,Recreational Services,289 PRADO RD,2008-09-17,2018-06-30,Non-Profit Climbing Club,General Service,Service,-120.664937468471,35.253981867434,6379,1,C,053-252-043,20498.847512391123,False,Commercial,False,8021.537018485685
SLObispo Remodelers Inc.,Home Occupation,1245 ELLA ST,2024-01-01,,"General contractor, new construction, remodeling, and home repair services.",Contractor,Service,-120.650850828024,35.276173296198,795,0,R-2,003-687-058,9337.456512391032,False,Residential,True,2524.5668626335587
"Sloca, LLC",Rental- Residential,6 RENTAL PROPERTIES,2016-09-28,,Residential Rentals,Residential Rental,Rental,-120.65634155273438,35.26453399658203,3446,0,R-1,004-932-015,7190.355462233589,False,Residential,False,4884.561593293666
Slocal Roots. LLC,Cannabis - Retail - Adult-Use and Medical,3535 S HIGUERA ST,2022-03-18,,Cannabis Retail Storefront,Cannabis Permit Fee,Retail,-120.669515651286,35.253574528322,1449,0,C,053-252-080,184101.44886612767,False,Commercial,False,8222.714842520887
Slocal Roots. LLC,Cannabis - Retail - Adult-Use and Medical,3535 S HIGUERA ST,2024-08-01,,Cannabis Retail Storefront,General Retailer,Retail,-120.669515651286,35.253574528322,582,0,C,053-252-080,184101.44886612767,False,Commercial,False,8222.714842520887
SLOcally Made,Retail,2880 BROAD ST,2014-11-10,2016-02-02,Selling Handmade Products At Craft Fairs,General Retailer,Retail,-120.651547099146,35.263508804743,4134,1,C,053-195-003,46577.02032724089,False,Commercial,False,5955.580674262066
"SLOCO Foreclosure Service, LLC",Misc Business Services,1363 MARSH ST,1982-07-01,,,General Service,Service,-120.655033157953,35.283480884632,15954,0,O,002-342-005,6405.073217057581,False,Office,False,962.8980893616754
SLOCO Massage,Massage,1025 PACIFIC ST,2013-12-13,2014-07-31,Stress Relief Massage Therapy,Downtown Association,Downtown Association,-120.659022119385,35.27980916306,4466,1,O,002-444-021,9851.591856002056,False,Office,False,0.0
SLOCO Massage & Marketing,Massage,1025 PACIFIC ST,2013-01-25,2013-04-24,Massage & Spa Services,Downtown Association,Downtown Association,-120.659022119385,35.27980916306,4788,1,O,002-444-021,9851.591856002056,False,Office,False,0.0
Sloco Massage + Wellness,Personal Services,1957 SANTA BARBARA AVE STE 101,2010-12-28,,"Whole Body Cryotherapy, Halotherapy, Pain management. Soft Tissue Manipulation, Photobiomodulation",Massage Therapist,Service,-120.65622174945,35.273148217891,5547,0,C,003-647-017,7312.040094859548,False,Commercial,False,2251.778231131176
Sloco Massage + Wellness Spa,Personal Services,1238 MONTEREY ST,2021-05-01,,,General Service,Service,-120.658065327385,35.28378603116,1770,0,C,001-222-012,21729.144200037383,False,Commercial,False,454.87823904306657
Sloco Pedal Taxi,Home Occupation,2525 BOULEVARD DEL CAMPO,2017-07-31,2020-07-09,Pedicab Tricycle With Attached Seating For Two,General Service,Service,-120.649283268768,35.267906877821,3140,1,R-1,004-853-017,7383.134520565837,False,Residential,True,5035.384602982183
Sloconsultingco.Com,Home Occupation,1432 TANGLEWOOD CT,2016-08-29,2017-06-30,Admin Work For Construction & Well Drilling Business,General Service,Service,-120.636658455482,35.263189801419,3476,1,R-1,004-701-012,7201.612356188907,False,Residential,True,8808.725701426689
Slocum Wealth Management,Financial Institution,1410 MARSH ST,2010-09-20,,"Financial Planning, Selling Insurance, Stocks And Bonds",Professional Service,Service,-120.65425538823,35.284160778239,5646,0,O,001-232-008,5788.990359251287,False,Office,False,1286.1929096953322
SLOEATS,Misc Business Services,872 HIGUERA ST,2022-09-09,,Dining Membership Platform,Downtown Association,Downtown Association,-120.662057464433,35.280415658006,1274,0,C,002-425-009,19688.68976216909,True,Commercial,False,0.0
"Sloeatz, Inc",Restaurant,1551 FROOM RANCH WAY,2010-05-12,2011-10-01,Mobile Food Service,General Service,Service,-120.688379132426,35.252081791082,5777,1,C,053-510-016,384996.80530674354,False,Commercial,False,10943.8523868369
Slofly,Retail,845 HIGUERA ST,2016-06-01,2019-06-30,Premier Quality Apparel For Central Coast Lifestyle,Downtown Association,Downtown Association,-120.662283544027,35.280141290876,3565,1,C,002-427-002,6970.456318220508,True,Commercial,False,0.0
Slofoto,Hotels and Motels,60 BENTON WAY,2019-04-10,2021-02-25,Homestay,General Service,Service,-120.670614799875,35.291459273763,2522,1,R-1,052-173-017,11992.24220310773,False,Residential,False,3877.5701624593025
SLOFROYO n Italian Ice,Restaurant,956 HIGUERA ST,2021-06-01,,Restaurant,Downtown Association,Downtown Association,-120.66133594553,35.280843979972,1739,0,C,002-431-009,4400.277361496859,True,Commercial,False,0.0
SLOgrowth Therapy,Counseling,11549 LOS OSOS VALLEY RD 103,2024-04-01,,Therapy Practice,Professional Service,Service,-120.691294089766,35.257099396917,704,0,O,053-102-030,25614.63317779357,False,Office,False,10178.675818173379
SLOHAUS,Homestay,2445 CUMBRE CT,2023-09-19,,Homestay,General Service,Service,-120.661120068618,35.265579894775,899,0,R-1,004-823-049,6512.3015089120345,False,Residential,False,4060.101121741347
SLOLife Studio & Mercantile,Retail,1337 MONTEREY ST,2024-08-15,,Craft supplies and creative classes,General Manufacturer,Other,-120.656679155456,35.284575569382,568,0,C,002-333-003,9259.511410124442,False,Commercial,False,887.5950986133283
Slomac,Rental- Residential,14 VILLA CT,2001-07-23,,,Residential Rental,Rental,-120.67691913614,35.243086754789,8992,0,R-1,053-262-020,4027.3327438210895,False,Residential,False,12401.935102527206
Slomo Massage,Personal Services,986 WALNUT ST,2002-09-25,2013-10-03,,Massage Therapist,Service,-120.664421457128,35.285033585935,8563,1,O,001-203-015,5055.998812511842,False,Office,False,914.6610472385147
"Sloport Investors Ii, Lp",Rental- Commercial,895 AEROVISTA PL,2017-08-14,,Owner Of Professional Office Blg,Commercial Rental Property,Rental,-120.639998,35.242473,3126,0,BP,053-412-017,87930.35422025107,False,Commercial,False,14267.413531122376
"SLORENT.Com, SLOLEASE.Com, SLORE.Com",Home Occupation,1133 PISMO ST,2014-04-23,,Property Management Of Commercial Properties,General Service,Service,-120.656687913774,35.279983315657,4335,0,R-2,003-545-004,7069.324258356144,False,Residential,True,343.5794817957659
Sloscape Landscape Const & Maintenance,Gardening,645 TANK FARM RD UNIT J,1998-01-13,2014-09-02,Landscape Construction & Maintenance,General Service,Service,-120.645944038606,35.247172220344,10279,1,C,053-422-004,213156.38406141024,False,Commercial,False,11925.152655605456
SLOSTAY.COM,Homestay,1385 CAZADERO ST,2015-07-13,,Homestay,General Service,Service,-120.64937606906,35.285451708872,3889,0,R-1,001-243-009,7406.630499301093,False,Residential,False,2796.2857741266816
"Slostudioloft, LLC",Homestay,3361 BARRANCA ST,2015-05-08,,Homestay,General Service,Service,-120.632402988629,35.265518957213,3955,0,R-1,004-753-005,8733.170741025484,False,Residential,False,9258.454315128622
Slostyle Artistic Design by Shanda Sohner,Beauty Salon,3165 BROAD ST STE 118,2009-05-12,,"Artistic Hair Design, Color, Hair Extensions",General Service,Service,-120.650227945455,35.261531956073,6142,0,C,004-583-038,30263.700494627887,False,Commercial,False,6768.375718617516
Slotique,Home Occupation,311 MARGARITA AVE,2012-02-23,2016-09-19,Thrift Store,General Retailer,Retail,-120.664553994529,35.256457263652,5125,1,R-1,053-183-001,11679.770284671416,False,Residential,True,7128.3826672359555
Slotography,Retail,515 BROAD ST STE B,2011-08-31,,Retail - Including Photographic Equip And Art,General Retailer,Retail,-120.668636023354,35.284506528752,5301,0,C,001-181-012,12022.547171293649,False,Commercial,False,1497.2457831407473
Slotown Trademark Company,Home Occupation,2027 SWAZEY ST,1992-04-28,,Soft-Goods,General Retailer,Retail,-120.654362977912,35.273604302401,12365,0,R-2,003-652-018,7049.315072164181,False,Residential,True,2482.0239063018685
Slovapes,Manufacturing,3547 S HIGUERA ST STE B,2006-03-02,2007-08-13,,General Manufacturer,Other,-120.669566616534,35.253489393203,7309,1,C,053-252-080,184101.44886612767,False,Commercial,False,8255.332489868859
Slovolks Service & Speed,Auto Mechanic/Detailer/Services,12326 LOS OSOS VALLEY RD,2004-11-12,2006-08-08,,General Service,Service,-120.683667508731,35.247949634963,7784,1,C,053-151-019,106851.71203752069,False,Commercial,False,11468.888962606194
Slow Down In SLO,Homestay,2031 MCCOLLUM ST,2014-03-19,,,Homestay Temporary TOT,Hotel,-120.650052166107,35.294118299001,4370,0,R-1,052-126-004,11277.569964606548,False,Residential,False,4880.607135020217
Slow Moves Rox,Home Occupation,416 CORRIDA DR,2013-03-14,2017-06-30,Providing Business Consulting To Small Wellness Businesses,Professional Service,Service,-120.661468305041,35.267014226556,4740,1,R-1,004-822-042,6030.408679290604,False,Residential,True,3528.0768736299324
Sm(Art) Studio,Personal Services,3591 SACRAMENTO DR STE 104,2012-10-18,2015-04-01,"Art Studio, Workshop",General Service,Service,-120.642081874588,35.255206177913,4887,1,C,053-234-003,76045.2036602782,False,Commercial,False,10024.543732764067
Smalley And Son Landscaping,Home Occupation,71 CHUPARROSA DR,2006-11-08,2012-06-01,Gardening Services,General Service,Service,-120.676015082159,35.244821327034,7058,1,R-1,053-272-007,6036.519058486231,False,Residential,True,11722.626730301634
Smardan-Hatcher - Slo,"Wholesale, Distributors",257 TANK FARM RD,1995-05-16,2025-02-28,Wholesale Distribution Of Plumbing Supplies,General Wholesaler,Other,-120.665952924467,35.246745868199,11252,1,C,053-258-013,156225.5631969689,False,Commercial,False,10647.149093580356
Smart & Final #377,Food Store,277 HIGUERA ST,1982-07-01,2016-02-23,,General Wholesaler,Other,-120.669748972159,35.271973365189,15954,1,C,003-721-053,49165.5148955206,False,Commercial,False,1814.5535123333216
Smart & Final #913,Food Store,1321 JOHNSON AVE,2016-01-28,,Wharehouse Grocery Chain,General Retailer,Retail,-120.655097529691,35.282090271029,3690,0,C,002-341-020,78378.18077563263,False,Commercial,False,847.5687778081078
Smart Tech Design,Home Occupation,686 BROAD ST,2020-07-09,,"Technical Design, Implementation, Consulting/Tutoring",Professional Service,Service,-120.666731218788,35.282512828021,2066,0,R-4,002-292-009,4998.653067067496,False,Residential,True,575.5772035574973
Smart Tech Training,Education/School,426 HIGUERA ST,2015-06-08,,Training Classes For State Licensed Smog Techs,Professional Service,Service,-120.669109157513,35.275520231332,3924,0,C,002-511-021,15153.610821592143,False,Commercial,False,831.8510388115978
"Smart72, Inc.",Contractor- Specialty,1140 Kendall RD STE C,2015-05-06,,Hvac & Electrical Contractor,Contractor,Service,-120.631248434045,35.237573031376,3957,0,C,053-427-022,76515.73317745962,False,Commercial,False,17163.086919802234
Smees Plumbing,Contractor- Specialty,855 VIA ESTEBAN D,1986-01-02,2017-12-31,Plumbing Contractor,Contractor,Service,-120.644141223049,35.258829761851,14673,1,M,053-063-045,1893.1478465724413,False,Manufacturing,False,8588.754048117125
Smiling Dog Cafe,Restaurant,1227 ARCHER ST,2008-02-13,2009-10-26,,General Retailer,Retail,-120.668927445048,35.274672542886,6596,1,C,002-506-002,7114.890323680366,False,Commercial,False,950.7307343737345
Smiling Dog Cafe,Restaurant,1227 ARCHER ST,2009-06-02,2011-03-01,"Vegetarian Cafe With Salads, Soups, Sandwiches, Teas, Desserts",General Retailer,Retail,-120.668927445048,35.274672542886,6121,1,C,002-506-002,7114.890323680366,False,Commercial,False,950.7307343737345
Smith & Company,Contractor- General,1150 LAUREL LN,1997-11-04,2023-05-01,General Contractor,Contractor,Service,-120.642739113919,35.262515584786,10349,1,O,004-962-036,90013.16291667406,False,Office,False,7800.939344842769
Smith & Tardiff A Law Corporation,Legal Services,755 SANTA ROSA ST 300,1968-07-01,2007-06-13,,Downtown Association,Downtown Association,-120.661783577834,35.284636909051,21067,1,O,002-314-045,39014.310173584825,False,Office,False,338.2811092898456
"Smith Lending Group, Inc.",Financial Institution,890 MONTEREY ST STE D,1998-09-11,2013-12-31,Financial Institution,Downtown Association,Downtown Association,-120.662497881637,35.281159576654,10038,1,C,002-416-033,7893.079800042573,True,Commercial,False,0.0
Smith Rental,Rental- Residential,2353 SENDERO ST,2015-03-30,2021-03-19,Rental House,Residential Rental,Rental,-120.66216910949,35.266341613301,3994,1,R-1,004-251-014,6128.784087888487,False,Residential,False,3710.9893019269703
"Smith Volvo, Inc.",Motor Vehicle Sales,1219 MONTEREY ST,1982-07-01,,auto dealership new and used repair,General Retailer,Retail,-120.658223892822,35.283530685104,15954,0,C,002-331-001,14454.006096805097,False,Commercial,False,355.90587176665633
Smith-Watkins Properties. L L C,Rental- Residential,389 JEFFREY DR,2010-09-13,2012-06-12,,Residential Rental,Rental,-120.680777608192,35.297348939489,5653,1,R-1,052-402-013,6412.593247196109,False,Residential,False,7411.377189602777
SMOKE ART,Retail,973 E FOOTHILL BLVD STE 104,2022-09-09,,TOBACCO SHOP,General Retailer,Retail,-120.668479969307,35.293984128683,1274,0,C,052-174-040,21265.475283439107,False,Commercial,False,4282.081529952254
