DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),closure_time,censor,type,longitude,latitude
REK Inc,Home Occupation,393 BUCHON ST APT A,7/21/2025,11/18/2025,,General Retailer,227,1,Retail,-120.6657502,35.2733176
Relationship Alchemy,Miscellaneous Business,1540 MARSH ST STE 250,7/14/2017,12/27/2018,Relationship Coach - Communication Skills,General Service,3156,1,Service,-120.6530806,35.28490938
Relentless Management Group LLC,Software Development,805 AEROVISTA PL #205,2/27/2017,6/17/2022,Software Consulting & Development,Professional Service,3293,1,Service,-120.642355,35.24097
Relocation Express,Rental- Residential,237 LA CANADA DR,3/13/2020,2/16/2024,Rental Home,Residential Rental,2183,1,Rental,-120.6788912,35.29560235
"REM CALIFORNIA, LLC",Education/School,3701 S HIGUERA ST STE 100,11/16/2020,2/1/2022,Job skills training for Developmentally Disabled,Professional Service,1935,1,Service,-120.6713446,35.25051983
Remax Seven Cities Realty,Real Estate Agent,3910 BROAD ST 3,10/4/2004,7/7/2009,,General Service,7822,1,Service,-120.6436763,35.24958588
Remnants Of The Past,Retail,100 MADONNA RD,9/13/2011,11/17/2014,Vintage Show,General Retailer,5287,1,Retail,-120.6737243,35.26588921
Removal and transport services of human remains,Transportation/Vehicles,1655 DALIDIO DR # 4208,5/1/2023,7/1/2024,,General Service,1039,1,Service,-120.6781607,35.25970303
Renaissance Salon & Boutique,Beauty Salon,778 HIGUERA ST STE F,4/13/2011,8/31/2014,"Salon Services, Hair, Make-Up, Boutique Items, Jewelry",Downtown Association,5440,1,Downtown Association,-120.6632761,35.2796941
Renal Care Center Of Slo,Medical Services,1043 MARSH ST,10/16/1997,7/13/2006,,Downtown Association,10367,1,Downtown Association,-120.6596135,35.28056064
Rene H Bravo,Rental- Residential,10 CHUPARROSA DR,3/11/1992,9/1/2010,,Residential Rental,12412,1,Rental,-120.6783548,35.24494346
Rene Tre Vor Jewelry,Home Occupation,1394 FERNWOOD DR,10/5/2018,1/1/2021,Handcrafted One-Of-A-Kind Jewelry Sold On-Line,General Retailer,2708,1,Retail,-120.6381428,35.26478874
Renee Amaya,Rental- Residential,1217 VISTA DEL LAGO,9/14/2010,6/25/2019,Residential Rental Property,Residential Rental,5651,1,Rental,-120.6931325,35.26275121
Renee M. Curtis,Personal Services,4251 S HIGUERA ST #600,2/1/2019,3/31/2019,"Facials, Chemical Peel, Microdermabrasion, Skin Care Products",General Service,2589,1,Service,-120.676363,35.241632
Renee Mazzola,Massage,560 HIGUERA ST STE F,7/19/2010,12/21/2011,Massage Therapy,Downtown Association,5708,1,Downtown Association,-120.666578,35.27769432
Renewable Power Conversion,Consultant,3547 S HIGUERA ST STE C,5/26/2011,5/31/2019,Engineering Consultants,Professional Service,5397,1,Service,-120.6695666,35.25348939
Rental,Rental- Residential,1351 CAVALIER LN,3/29/2016,8/31/2020,Residential Rental,Residential Rental,3628,1,Rental,-120.6926462,35.26055982
Rental Home - Leslie Rodman,Rental- Residential,27 MARIPOSA DR,8/31/2010,7/27/2016,,Residential Rental,5665,1,Rental,-120.6775269,35.24606176
Rental management,Rental- Residential,1570 LA CITA CT,7/6/2020,6/5/2022,rental residential,Residential Rental,2068,1,Rental,-120.6416055,35.27012288
Rental Properties Mary Kay Stenger,Rental- Residential,944 BLUEBELL WAY,10/1/2010,5/2/2025,Residential Rental Property,Residential Rental,5634,1,Rental,-120.6379909,35.24860648
Rental Property - Andreen,Rental- Residential,116 CHORRO ST,6/5/2013,10/31/2016,Residential Rental Property,Residential Rental,4656,1,Rental,-120.669574,35.29010852
"Repair Tech, Inc.",Software Development,955 MORRO ST,2/25/2014,9/16/2016,Develops & Sells Automated Computer Repair Software,Downtown Association,4391,1,Downtown Association,-120.6626601,35.28160869
"Replacement Kits, LLC",Miscellaneous Business,3988 SHORT ST 110,1/13/2016,1/10/2018,Online Sales For Distributionof Rubber/Plastic Seals,General Retailer,3704,1,Retail,-120.6725231,35.24424214
Replanet,Recycling,11990 LOS OSOS VALLEY RD,10/16/2015,8/31/2019,Crv Buyback Center - Plastic. Aluminum & Glass,General Service,3793,1,Service,-120.6861312,35.2511208
"Replanet, LLC",Recycling,3900 BROAD ST,10/12/2011,8/31/2019,Recycling Buy Back Center,General Retailer,5258,1,Retail,-120.6437536,35.24971853
RES Electronics Recycling,,950 ORCUTT RD,11/18/2004,6/24/2009,,General Service,7777,1,Service,-120.645345,35.26141804
Res Novae,Misc Business Services,5458 EDNA RD,2/10/2015,12/14/2015,Develop Websites For Local Businesses,General Service,4041,1,Service,-120.6234319,35.22261953
Reserve Vineyard Management,Misc Business Services,865 AEROVISTA PL #110,10/9/2014,3/15/2018,Manages Farm Operations Of North County Vineyards,General Service,4165,1,Service,-120.640909,35.242311
Resonance Naturopathic,Professional,4251 S HIGUERA ST STE 300,8/5/2011,10/22/2013,Naturopathic (Natural) Medical Office,Professional Service,5326,1,Service,-120.676363,35.241632
"Resource Engineering Group, Inc.",Engineer,1075 COURT ST STE 209,1/30/2014,7/14/2015,"Mechanical, Structural, Electrical Engineering Group",Downtown Association,4417,1,Downtown Association,-120.6614689,35.28107621
"Resource Lenders, Inc",Real Estate Broker,605 SANTA ROSA ST,8/1/2008,2/22/2019,Wholesale Mortgage Services,General Service,6425,1,Service,-120.6625108,35.28545616
Restful Strength Massage,Massage,4251 S HIGUERA ST STE 300,7/2/2019,3/1/2020,"Ish, Deep Tissue, Pregnancy & Reflexology",Massage Therapist,2438,1,Service,-120.676363,35.241632
Restoration Landscape,Home Occupation,49 CHUPARROSA DR,1/8/2007,1/23/2012,Landscape Design And Consultation And Construction,General Service,6996,1,Service,-120.6768653,35.24482453
Resurrection Rodeo,Manufacturing,3080 MCMILLAN AVE C,1/12/2000,4/11/2012,,General Manufacturer,9549,1,Other,-120.6480356,35.26224303
"Retina Specialists Of The Central Coast, Inc.",Medical Services,628 CALIFORNIA BLVD STE C,11/26/2007,3/4/2019,Ophthalmology,Professional Service,6674,1,Service,-120.6569798,35.28882312
Retirement Benefits Group,Home Occupation,4443 POINSETTIA ST,10/1/2013,5/30/2015,"Financial Planning, Investment Mgmnt & Corp Retirement Plans",General Service,4538,1,Service,-120.6341348,35.24488469
Retro Auto,Auto Mechanic/Detailer/Services,3427 ROBERTO CT #130A,1/23/2004,1/1/2024,Auto Repair,General Service,8077,1,Service,-120.6443258,35.25938535
Retrocade Tattoo,Personal Services,9 SANTA ROSA ST,8/3/2022,5/8/2025,clothing game lounge tattoo,General Service,1310,1,Service,-120.668107,35.293413
Retrofit,Retail,956 MONTEREY ST,10/6/2009,6/30/2015,Women's Clothing Boutique Specializing In Vintage Pieces,Downtown Association,5994,1,Downtown Association,-120.6619692,35.28146973
Retrospect,Retail,672 HIGUERA ST,11/8/2007,6/8/2009,"Vintage Clothing, Accessories & Gifts",Downtown Association,6692,1,Downtown Association,-120.6648778,35.27872867
Rettlee & Associates,Rental- Commercial,823 VIA ESTEBAN A-D,5/6/1992,12/28/2009,,Commercial Rental Property,12356,1,Rental,-120.6447768,35.25845432
"Reveal Products, LLC","Wholesale, Distributors",1 GRAND AVE STE 103,12/10/2013,6/15/2015,"Develop, Mkt & Dist Home-Test Kits For Environmental Concerns",General Wholesaler,4468,1,Other,-120.6556672,35.29866137
Reveal Salon,Beauty Salon,1130 GARDEN ST B,5/24/2005,7/27/2009,,Downtown Association,7590,1,Downtown Association,-120.6630969,35.27906538
Revel Rides LLC,Home Occupation,83 MARIPOSA DR,6/27/2008,2/14/2011,Limo Bus Rides,Utilities/Transportation,6460,1,Other,-120.6750865,35.24580184
Revive Bodywork By Rae,Massage,100 MADONNA RD,9/14/2017,10/16/2018,Massage Therapy,Massage Therapist,3094,1,Service,-120.6737243,35.26588921
Revive Media Production,Home Occupation,74 LAS PRADERAS DR,2/15/2013,12/3/2014,Artistic Videography - Commercial And Weddings,General Service,4766,1,Service,-120.6758242,35.24558898
Revo Technik Inc,,1150 LAUREL LN 190,11/23/2004,11/30/2006,,General Wholesaler,7772,1,Other,-120.6427391,35.26251558
Revo Wash,Home Occupation,467 BRANCH ST,4/15/2008,1/5/2010,Mobile Car Wash And Internet Sales,General Retailer,6533,1,Retail,-120.6617695,35.27014587
Revolution Cng,Retail,75 PRADO RD,5/1/2018,2/1/2022,Energy Fuels,General Retailer,2865,1,Retail,-120.6709245,35.25531691
Revolve,Retail,781 HIGUERA ST,4/8/2011,6/11/2013,Consignment & Resale Clothing Retail,Downtown Association,5445,1,Downtown Association,-120.6631969,35.27959942
Revolver Clothing Operative,Home Occupation,2074 PARKER ST 210,5/23/2018,1/11/2021,Consigned Apparel And Accessories,General Retailer,2843,1,Retail,-120.6691868,35.27115831
Rex & Kathleen Fitch,Rental- Residential,1 LOCATION PROPERTY RENTALS,9/10/2010,1/31/2017,,Residential Rental,5655,1,Rental,0.0,0.0
"Rex A Yannis, M D",Medical Services,181 TANK FARM RD STE 120,9/20/2010,4/27/2011,Physician's Office,Professional Service,5645,1,Service,-120.6690207,35.24674587
Rex Finato,Rental- Residential,348 HATHWAY AVE,10/15/2010,10/27/2021,Residential Rental Property,Residential Rental,5620,1,Rental,-120.6613442,35.29361145
Reyes Rangel,Rental- Residential,145 SOUTH ST SPC A61,8/12/2010,11/4/2013,Residential Property Rental,Residential Rental,5684,1,Rental,-120.6682443,35.26945287
Rib Line,Restaurant,12308 LOS OSOS VALLEY RD,4/10/1988,6/29/2011,,General Retailer,13843,1,Retail,-120.683845,35.24822965
Rib Line B B Q & Grill,Restaurant,12300 LOS OSOS VALLEY RD,8/10/2023,12/31/2023,Restaurant And Catering,General Retailer,938,1,Retail,-120.6839242,35.24835297
Ric Haley Advertising,Home Occupation,1537 LA CITA CT,4/24/2008,4/11/2011,Advertising,Professional Service,6524,1,Service,-120.6416245,35.26979492
Rice Jefe,Restaurant,977 E FOOTHILL BLVD # 109,4/1/2021,3/1/2023,Preparing food in a commissary kitchen to sell onsite.,General Retailer,1799,1,Retail,-120.6684234,35.29398332
Rich Ferguson Entertainment,Home Occupation,1670 Corodva DR,2/27/1998,6/16/2020,Entertainment,General Service,10233,1,Service,-120.7064354,35.26686995
Rich Ward & Katrina Dyson,Rental- Residential,680 CHORRO ST APT 6,9/13/2010,10/1/2012,Residential Rental Property,Residential Rental,5652,1,Rental,-120.6657276,35.28323818
Richard & Benita Dale,Rental- Commercial,3591 SACRAMENTO DR #110,9/2/2010,4/15/2018,Commercial Rental Property,Commercial Rental Property,5663,1,Rental,-120.6420819,35.25520618
Richard & Claudia Thorn,Rental- Residential,1185 E FOOTHILL BLVD APT 25,3/23/2001,12/31/2014,Residential Rental Property,Residential Rental,9113,1,Rental,-120.6642887,35.29476518
Richard & Deborah Hawkins,Rental- Residential,2365 FLORENCE AVE,10/8/2010,7/20/2017,Residential Rental Property,Residential Rental,5627,1,Rental,-120.6513145,35.26992476
Richard & Jill Schaller,Rental- Residential,2075 HOPE ST,9/2/2010,5/3/2021,Rental-Residential,Residential Rental,5663,1,Rental,-120.6496814,35.29319732
Richard & Joan Regalo,Rental- Residential,1750 PREFUMO CANYON RD,2/15/2001,5/26/2017,,Residential Rental,9149,1,Rental,-120.7012179,35.26129631
Richard & Joyce Taylor Trust,Rental- Residential,1408 SOUTHWOOD DR,7/1/1993,6/1/2010,,Residential Rental,11935,1,Rental,-120.6370443,35.26498116
Richard & Stephanie Paul,Rental- Residential,2196 RACHEL ST,1/13/2011,8/17/2018,Residential Rental Property,Residential Rental,5530,1,Rental,-120.6535865,35.27157151
"Richard A Carsel, P.C.",Legal Services,3220 S HIGUERA ST STE 311,7/1/1972,12/31/2021,Legal Services,General Service,19605,1,Service,-120.6687225,35.25665878
Richard And Fataneh Green Family Trust,Rental- Residential,2220 EXPOSITION DR UNIT 57,10/22/2010,5/7/2019,Residential Rental Property,Residential Rental,5613,1,Rental,-120.6645379,35.26883196
Richard Ascoli,Rental- Residential,2386 BUSHNELL ST,3/11/1992,6/16/2011,,Residential Rental,12412,1,Rental,-120.6521978,35.26989501
Richard Beamon,Beauty Salon,892 E FOOTHILL BLVD,5/18/1998,4/3/2018,,General Service,10153,1,Service,-120.669609,35.29411487
Richard Breska,Architect,979 OSOS ST A4,3/27/1991,3/1/2025,,Downtown Association,12762,1,Downtown Association,-120.6615643,35.28195297
Richard Brodzinsky,Rental- Residential,1771 TONINI DR,5/24/2010,4/10/2015,Residential Rental Property,Residential Rental,5764,1,Rental,-120.6915057,35.25476954
Richard Brooks,Rental- Residential,108 LOS CERROS DR,10/27/2010,6/30/2017,Residential Rental Property,Residential Rental,5608,1,Rental,-120.6862023,35.29415216
Richard Croce,Rental- Residential,526 HIGHLAND DR,5/24/2019,4/24/2025,rental,Residential Rental,2477,1,Rental,-120.676677,35.2984136
Richard Cullins - James Cullins,Rental- Residential,1537 BALBOA ST,12/20/2000,3/12/2007,,Residential Rental,9206,1,Rental,-120.6870472,35.26069755
Richard D Brigham III Tre Etal,Rental- Commercial,1700 OSOS ST,8/27/1997,2/15/2021,,Commercial Rental Property,10417,1,Rental,-120.6564494,35.27612199
Richard F & Kathleen A Busch,Rental- Residential,855 NIPOMO ST B,4/19/2001,12/1/2015,,Residential Rental,9086,1,Rental,-120.667438,35.28001105
Richard G Beller Construction,Contractor- General,228 LOS CERROS DR,7/1/1986,8/4/2006,,Contractor,14492,1,Service,-120.6869384,35.29551994
Richard Grialou + Patricia Burrow,Rental- Residential,3145 CAMELLIA CT,12/24/2003,12/9/2020,,Residential Rental,8107,1,Rental,-120.6660756,35.25705655
Richard I & Elaine Phillips,Rental- Residential,2801 JOHNSON AVE APT 5,2/14/2001,5/13/2016,Residential Rental Property,Residential Rental,9150,1,Rental,-120.6421571,35.2695822
Richard J Merrill,Rental- Residential,176 LINCOLN ST,3/18/1992,11/29/2023,Sole Proprietorship; Rental - Residential,Residential Rental,12405,1,Rental,-120.6670743,35.28930603
Richard Jess Kitchen Design Studio,Miscellaneous Business,2251 BROAD ST STE C,7/3/2007,12/31/2015,Precision Luxury Kitchen Furnishings,General Service,6820,1,Service,-120.6555833,35.2684363
Richard L & Kay F Schenberger,Rental- Commercial,1306 HIGUERA ST,8/28/1997,7/29/2014,,Downtown Association,10416,1,Downtown Association,-120.6564554,35.28373491
Richard N Racouillat,Legal Services,979 OSOS ST E-F,7/1/1981,3/1/2010,,Downtown Association,16318,1,Downtown Association,-120.6615643,35.28195297
Richard N Woolslayer,Rental- Residential,833 ESCUELA CT,4/29/1992,7/13/2006,,Residential Rental,12363,1,Rental,-120.7001664,35.26704949
Richard P Nash,Rental- Residential,2250 KING CT 1,3/11/1992,12/17/2014,,Residential Rental,12412,1,Rental,-120.6620981,35.26809576
Richard Porter,Rental- Residential,1771-1777 JOHNSON AVE,1/1/1978,6/11/2007,,Commercial Rental Property,17595,1,Rental,-120.6506649,35.27912226
Richard Potter Airbnb Homestay,Hotels and Motels,499 BLUEROCK DR,5/9/2016,2/5/2020,Homestay Room Rental,General Service,3587,1,Service,-120.6563242,35.26245539
Richard Rossi,Legal Services,11573 LOS OSOS VALLEY RD STE G,7/1/1982,6/4/2020,Law Office,Professional Service,15953,1,Service,-120.6911087,35.25686551
Richard S Hearn,Rental- Residential,4356 WAVERTREE ST,3/25/1992,12/19/2017,,Residential Rental,12398,1,Rental,-120.6272117,35.24899299
Richard Saenz,Rental- Residential,681 1/2 JOHNSON AVE,5/31/2012,6/1/2025,Residential Rental Property,Residential Rental,5026,1,Rental,-120.6593708,35.28802183
Richard Sandoval,Consultant,1198 SEAWARD ST,7/1/1988,9/25/2006,,Professional Service,13761,1,Service,-120.6860023,35.25775252
Richard Slothower,Rental- Residential,186 BROOK ST,2/1/2022,5/1/2022,Rental of Residential Property,Residential Rental,1493,1,Rental,-120.6713527,35.26949083
Richard T Walworth,Rental- Residential,375 HIGHLAND DR,3/10/2003,7/27/2006,,Residential Rental,8396,1,Rental,-120.6787998,35.2980299
Richard Wood,Rental- Residential,770 BROAD ST,3/1/2020,3/5/2025,,Residential Rental,2195,1,Rental,-120.6661678,35.28187033
Richardson Properties,Real Estate Agent,728 MARSH ST,2/12/2009,2/1/2010,"Real Estate Office For The Vaquero, Residence @ Marsh/Nipomo",Downtown Association,6230,1,Downtown Association,-120.6632836,35.27848542
Richardson Properties,Real Estate Agent,735 TANK FARM RD STE 130,10/6/1995,10/21/2022,Richardson Properties,Professional Service,11108,1,Service,-120.6420885,35.24863652
RICHARDSON SOTHEBY'S INTERNATIONAL REALTY,Real Estate Broker,1065 HIGUERA ST STE 301,7/1/2023,2/29/2024,,Downtown Association,978,1,Downtown Association,-120.6597681,35.28162797
Rick Berrara,Rental- Residential,1599 ETO CIR,12/21/2010,10/5/2012,Residential Rental Property,Residential Rental,5553,1,Rental,-120.6948321,35.25487403
Rick Cramer Real Estate App,Home Occupation,2353 BUSHNELL ST,6/22/1993,1/29/2024,Real Estate Appraiser,General Service,11944,1,Service,-120.6523385,35.2701036
Rick Graziani Gardening/Maintenance,Home Occupation,2328 SENDERO ST,1/7/1993,2/1/2020,Gardening And Maintenance,General Service,12110,1,Service,-120.6620258,35.26660121
Rick Lewis Appraisals,Real Estate Agent,1440 ELLA ST,6/10/2003,11/14/2024,,General Service,8304,1,Service,-120.6486761,35.2776502
Rick Macias,Rental- Residential,209/209-1/2 HIGH ST,9/10/2010,12/31/2013,,Residential Rental,5655,1,Rental,-120.6675265,35.27212587
"Rick Oliver, Phd",Medical Services,1264 HIGUERA ST STE 212,7/1/1982,9/8/2025,Medical Services,Professional Service,15953,1,Service,-120.6570688,35.28336245
"Ricuccio A Negom, DDS, A Professional Dental Corp.",Dental,735 TANK FARM RD STE 170,3/18/2009,3/22/2024,Professional Dental Office,Professional Service,6196,1,Service,-120.6420885,35.24863652
Ridgecrest School Of Law,Education/School,1302 OSOS ST,11/30/2000,12/21/2006,,General Service,9226,1,Service,-120.6593168,35.27960817
Rietkerk Heating & Air Conditioning,Contractor- Specialty,4110 HORIZON LN STE A,7/1/1990,11/1/2021,,Contractor,13031,1,Service,-120.6660982,35.2426827
Righetti Ranch,"Feed,Grain & Fruit Broker",4750 RIGHETTI RD,12/19/2011,11/27/2013,Agricultural Products For Farmer's Market,General Retailer,5190,1,Retail,-120.5885982,35.24401721
Right Choice Design,Home Occupation,974 WALNUT ST,8/26/2020,12/13/2021,"Design, draft & permit home additions, farms, warehouses, etc.",Professional Service,2017,1,Service,-120.66452,35.28497465
Rilex Properties,Rental- Residential,2701 MEADOW ST,9/13/2010,10/18/2018,Residential Rental Property,Residential Rental,5652,1,Rental,-120.6582295,35.26480344
Rim Of The World Productions,,459 BRIZZOLARA ST,9/29/2005,12/10/2009,,General Service,7462,1,Service,-120.6692238,35.27946214
Rio Sunspa,Retail,641 HIGUERA ST STE 102,5/26/2010,1/30/2012,Spray On Tanning Salon,Downtown Association,5762,1,Downtown Association,-120.6651551,35.27841555
Rip Squeak Inc,Misc Business Services,840 CAPITOLIO WAY B,11/9/1999,4/30/2010,,General Wholesaler,9613,1,Other,-120.6438338,35.25760451
Rise And Shine Cleaning Services,Home Occupation,3860 S HIGUERA ST SPC D14,5/23/2016,6/30/2017,Cleaning Services,General Service,3573,1,Service,-120.6732622,35.24758348
Rita Benavides,Massage,CHORRO ST,2/21/2007,10/16/2007,,Downtown Association,6952,1,Downtown Association,-120.6630065,35.2858295
Rita J Lowell,Rental- Residential,690 BRIZZOLARA ST 1-21,7/1/1982,6/12/2008,,Residential Rental,15953,1,Rental,-120.6684273,35.28153939
Rita Kinnear,Beauty Salon,1998 SANTA BARBARA AVE 110,10/4/1988,12/31/2012,,General Service,13666,1,Service,-120.6560936,35.27223505
Rita Murdoch,Rental- Residential,782 BROAD ST,11/30/2004,9/1/2012,,Residential Rental,7765,1,Rental,-120.6660918,35.28178366
