,DBA,Business type,Bus address,"Bus City, State",Start date,Close date,Account #,Owner Name 1,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel
11753,Ream Rental Property,Rental- Residential,965 CYCLAMEN CT,"SAN LUIS OBISPO, CA 93401-7617",2010-09-02,,108206,"Ream, Jud",Single Family Dwelling Rental,Residential Rental,Rental,-120.638462861486,35.251845745066,5664,0,R-1,053-084-031
11754,Reardon Rental Unit,Rental- Residential,1275 MANZANITA WAY,"SAN LUIS OBISPO, CA 93401-7800",2016-11-21,,114033,"Murry, Kim",Residential Rental Property,Residential Rental,Rental,-120.63158127218,35.249499353954,3392,0,R-2,053-300-006
11755,Reasons Construction & Fence,Contractor- General,1711 BROAD ST,"SAN LUIS OBISPO, CA 93401-4402",2012-06-11,,110886,"Reasons, Sam",General Construction,Contractor,Service,-120.660280794784,35.27412155406,5016,0,R-2,003-632-007
11756,Reay Property,Rental- Residential,142 N TASSAJARA DR,"SAN LUIS OBISPO, CA 93405-1276",2010-09-07,2021-09-03,108306,"Reay, Tom",Single Family Home,Residential Rental,Rental,-120.678078507909,35.294439345132,5659,1,R-1,052-022-025
11757,Rebalance 10,Health Spa/Fitness,1360 MARSH ST STE A,"SAN LUIS OBISPO, CA 93401-3316",2010-09-16,2012-07-11,109000,"Garcia, James C",Ergonomics To Businesses Social Services,Professional Service,Service,-120.65514801019,35.283551804625,5650,1,O,002-334-015
11758,Rebeca Nishiura,Rental- Residential,377 SAGE ST,"SAN LUIS OBISPO, CA 93401-6802",2023-04-01,,119600,"Nishiura, Rebeca",Rental,Residential Rental,Rental,-120.661855021891,35.255454251436,1070,0,R-1,053-432-031
11759,Rebeca Ponce,Home Occupation,5875 EDNA RD,"SAN LUIS OBISPO, CA 93401-7941",2012-08-27,2015-05-05,111043,"Ponce, Rebeca",Entertainment,General Service,Service,-120.617640645519,35.218151940366,4939,1,C-S,044-042-011
11760,Rebecca Gross,Beauty Salon,2103 BROAD ST,"SAN LUIS OBISPO, CA 93401-5204",2011-11-08,,110454,"Gross, Rebecca",Esthetician - Skin Care,General Service,Service,-120.657639025252,35.271083282672,5232,0,C-N,003-746-029
11761,Rebecca Gross Rental Property,Rental- Residential,1461 MILL ST,"SAN LUIS OBISPO, CA 93401-2503",2022-02-22,,117997,"Gross, Rebecca",Rental Property,Residential Rental,Rental,-120.656317882129,35.287241475242,1473,0,R-2,001-135-003
11762,Rebecca Hyer,Homestay,1909 RUTH ST,"SAN LUIS OBISPO, CA 93401-4109",2022-04-12,,118591,"Hyer, Rebecca",Homestay,General Service,Service,-120.652492255301,35.276454979147,1424,0,R-2,003-572-009
11763,Rebecca Juretic Public Relations,Misc Business Services,942 GOLDENROD LN,"SAN LUIS OBISPO, CA 93401-7840",2002-07-17,,13243,"Juretic, Rebecca",Freelance Writing/Public Relations,Professional Service,Service,-120.637458759626,35.243466137889,8633,0,R-1,053-413-034
11764,Rebecca N Cole-Turner,Rental- Residential,1750 PREFUMO CANYON RD APT 64,"SAN LUIS OBISPO, CA 93405-6110",2010-12-21,,109828,"Cole-Turner, Rebecca N",Residential Rental Property,Residential Rental,Rental,-120.701217913149,35.261296305413,5554,0,R-2,053-243-093
11765,Rebecca O'Dette,Rental- Residential,11295 LOS OSOS VALLEY RD #21,"SAN LUIS OBISPO, CA 93405-6307",2010-09-20,2020-07-01,109022,"O'Dette, Rebecca",Residential Rental Property,Residential Rental,Rental,-120.694403854542,35.260057054488,5646,1,R-3,053-115-066
11766,Rebecca Simmons,Rental- Residential,1 LOCATIONS,"SAN LUIS OBISPO, CA 93401-2318",2003-12-30,,14513,"Simmons, Rebecca",Rental Properties,Residential Rental,Rental,,,8102,0,,
11767,Rebecca Velasquez Therapy & Associates,Counseling,486 MARSH ST STE A,"SAN LUIS OBISPO, CA 93401-3845",2020-01-01,,116927,"Velasquez, Rebecca R",Psychotherapy Private Practice,Professional Service,Service,-120.666616516303,35.276468058269,2256,0,C-D,003-511-037
11768,Rebecca's Road Show,Secondhand Stores,581 STONERIDGE DR,"SAN LUIS OBISPO, CA 93401-5665",2002-11-01,2006-11-03,13430,"Simmons, Rebecca",,General Retailer,Retail,-120.654152731364,35.263194737958,8526,1,R-1,004-944-020
11769,Rebekah Beck Law Hair,Beauty Salon,2103 BROAD ST,"SAN LUIS OBISPO, CA 93401-5204",2021-01-01,2022-01-01,117048,"Law, Rebekah B",Stylist - Independent Contractor,General Service,Service,-120.657639025252,35.271083282672,1890,1,C-N,003-746-029
11770,Rebel Blonde,Beauty Salon,3594 BROAD ST STE 102,"SAN LUIS OBISPO, CA 93401-7234",2009-03-23,2012-09-04,106875,"McElree, Jorjia",Hair Salon Including All Hair Services,General Service,Service,-120.645943449083,35.254281848171,6192,1,C-S,053-234-001
11771,Rebelle and Bloom,Retail,796 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3513",2026-02-05,,122030,"Samn, Zind",Clothing and accessories,Downtown Association,Downtown Association,-120.66299514912,35.279862665818,29,0,C-D,002-423-045
11772,Rebellious Nature Screen Printing,Home Occupation,1616 PALM ST,"SAN LUIS OBISPO, CA 93401-2942",2010-11-30,2013-06-30,109761,"Brocco, William",Silkscreen Printing And Design Services For T-Shirts,General Service,Service,-120.653631571947,35.287750378389,5575,1,R-2,001-141-024
11773,"Rec Americas, LLC","Wholesale, Distributors",3592 SACRAMENTO DR #170,"SAN LUIS OBISPO, CA 93401",2015-06-11,2017-06-30,112828,"Lim, Linda",Wholesale Solar Modules,General Wholesaler,Other,-120.64208661293,35.25536567304,3921,1,M,053-061-050
11774,Rec Solar Commercial Corporation,Contractor- Specialty,3450 BROAD ST 105,"SAN LUIS OBISPO, CA 93401-7214",2015-09-22,,113078,,"Design, Engineer & Install Commercial P V Solar Systems",Contractor,Service,-120.647183198731,35.256847306409,3818,0,M,053-231-015
11775,"Reciprocal Studio, Inc.",Home Occupation,3121 JOHNSON AVE,"SAN LUIS OBISPO, CA 93401-6006",2022-03-31,,118428,"Reciprocal Studio, Inc.",Landscape Architecture,Professional Service,Service,-120.637870235938,35.26804799814,1436,0,R-1,004-961-007
11776,Reciprocity Technical Consulting,Home Occupation,1598 ETO CIR,"SAN LUIS OBISPO, CA 93405-7429",2006-08-14,2009-09-21,105090,"Duran, Javier",Business And Technical Consulting,General Service,Service,-120.69471538071,35.254937624546,7144,1,R-1,053-511-027
11777,Recorded,Recreational Services,130 S TASSAJARA DR,"SAN LUIS OBISPO, CA 93405-1534",1966-07-01,2010-06-28,94685,"Curry, N",,Professional Service,Service,-120.677947114339,35.290980657151,21798,1,R-1,052-534-003
11778,Recovery Chiropractic,Professional,1428 PHILLIPS LN STE B-1,"SAN LUIS OBISPO, CA 93401-2537",2010-02-18,,107585,"Rosplock D.C., Thomas M",Chiropractic Adjustments; Physiotherapies,Professional Service,Service,-120.657353415805,35.287988822369,5860,0,O,001-131-008
11779,Recovery Physical Therpeutic Center,Medical Services,811 EL CAPITAN WAY 100,"SAN LUIS OBISPO, CA 93401-8912",2004-06-10,2006-09-19,15325,"Peterson, Patrice",,General Service,Service,-120.641859541789,35.246557934822,7939,1,C-S,053-411-023
11780,Recovery Road Runners,Recreational Services,3110 DUNCAN RD # 327,"SAN LUIS OBISPO, CA 93401-6846",2024-11-19,,120971,"Graziano, Amber",,General Service,Service,-120.646046647539,35.262118527357,472,0,M,053-203-004
11781,Recreated Spaces,Home Occupation,74 LAS PRADERAS DR,"SAN LUIS OBISPO, CA 93401-7410",2012-09-17,2012-10-18,111088,"Hooper, Janet",Redesign Homes And Stage Homes For Sale,General Service,Service,-120.675824157448,35.245588977039,4918,1,R-1,053-273-017
11782,"Recreational Equipment, Inc.",Retail,313 MADONNA RD STE B,"SAN LUIS OBISPO, CA 93405-6506",2019-10-30,,116619,"Recreational Equipment, Inc.",RETAIL,General Retailer,Retail,-120.677093516761,35.26338137024,2319,0,C-R,053-011-029
11783,Recycle Resolves,Home Occupation,752 MISSION ST,"SAN LUIS OBISPO, CA 93405-2341",2012-02-22,2017-06-17,110673,"Sensenbach, Mark",Shoe Repair,General Manufacturer,Other,-120.670348635742,35.288698879583,5126,1,R-1,001-014-026
11784,Red Bike Press,Printing/Publishing,1414 1/2 MORRO ST,"SAN LUIS OBISPO, CA 93401-4030",2015-10-21,2019-08-01,113149,"Phillips, Leanne","Desktop Publishing - Books, Literary Magazines Formatted On-Site",Professional Service,Service,-120.659431569605,35.278175358961,3789,1,R-3,003-541-017
11785,Red Bug Educational Publishing,Home Occupation,1333 MILL ST,"SAN LUIS OBISPO, CA 93401-2816",2009-01-26,2013-09-05,106738,"Rademaker, Terri",Printed Workbooks For Children,General Wholesaler,Other,-120.658149356624,35.286158832965,6248,1,R-2,001-223-002
11786,Red Canary Productions,"Computers, Sales & Service",3485 SACRAMENTO DR STE G,"SAN LUIS OBISPO, CA 93401-7191",2002-07-12,,13240,"Peterson, Todd Ryan",Video Production,General Service,Service,-120.644747063865,35.257208124632,8638,0,M,053-231-021
11787,Red Dog Landscape,Home Occupation,650 E FOOTHILL BLVD,"SAN LUIS OBISPO, CA 93405-1616",2018-11-27,2022-01-01,115398,"Ashenfelder, Aaron",Landscape Construction,Contractor,Service,-120.674580294249,35.294160008107,2656,1,R-4,052-032-075
11788,RED GOAT SHREDDING,Misc Business Services,5600 LOS OSOS VALLEY RD,"SAN LUIS OBISPO, CA 93405-7831",2024-09-10,,120823,S & B SUPPORT SERVICES LLC,,General Service,Service,-120.757372180578,35.293614338956,542,0,C/OS,076-051-001
11789,Red Hot Pottery,Retail,940 CHORRO ST,"SAN LUIS OBISPO, CA 93401-3202",2002-02-20,2013-09-18,12995,"Detrick, Monica",Handmade Pottery,Downtown Association,Downtown Association,-120.663883967581,35.281133497366,8780,1,C-D,002-416-026
11790,Red Oak Security,Private Patrol/Security,3940-7 BROAD ST #133,"SAN LUIS OBISPO, CA 93401",2016-05-25,2021-06-30,113636,"Holland, Wade",Uniformed Security Officers & Patrol Services; Security Consultant,General Service,Service,-120.643444593443,35.249187911286,3572,1,C-C,053-081-056
11791,"Red Oak Security, Inc.",Private Patrol/Security,2146 PARKER ST STE B-1,"SAN LUIS OBISPO, CA 93401-5042",2021-04-16,,117299,"Red Oak Security, Inc.",Security Guards & Patrol Services,Professional Service,Service,-120.66917499248,35.270233632151,1785,0,C-S,003-721-051
11792,Red Rubin,Home Occupation,1252 E FOOTHILL BLVD 9,"SAN LUIS OBISPO, CA 93405-1469",2007-09-27,2008-10-23,105918,"Slarve, Alexander Rubin",Design & Screen Print,General Wholesaler,Other,-120.663062234684,35.295441890762,6735,1,R-4,052-071-007
11793,Redbox Automated Retail LLC,Retail,1321 JOHNSON AVE,"SAN LUIS OBISPO, CA 93401-3313",2008-05-02,2012-05-09,106265,"Kaplan, Gregg",Automated DVD Rental Kiosk,General Retailer,Retail,-120.655097529691,35.282090271029,6517,1,C-C,002-341-020
11794,"Redbox Automated Retail, L L C",Retail,771 E FOOTHILL BLVD,"SAN LUIS OBISPO, CA 93405-1617",2010-05-07,2015-10-28,107733,Outerwall Inc,Automated D V D Rental Kiosk,General Retailer,Retail,-120.672152336785,35.294040864002,5782,1,C-C,052-162-023
11795,"Redbox Automated Retail, L L C",Retail,158 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-5400",2010-04-13,2014-02-04,107690,"Outerwall, Inc",Automated Dvd Rental Kiosk,General Retailer,Retail,-120.670395705858,35.269125141204,5806,1,C-R,004-801-021
11796,"Redbox Automated Retail, LLC",Retail,692 MARSH ST,"SAN LUIS OBISPO, CA 93401-3931",2010-06-08,2022-09-08,107793,Outerwall Inc,Automated Dvd Rental Kiosk,Downtown Association,Downtown Association,-120.663949750205,35.278085062941,5750,1,C-D,002-422-024
11797,"Redbox Automated Retail, LLC",Retail,1321 JOHNSON AVE,"SAN LUIS OBISPO, CA 93401-3313",2014-02-10,2015-10-28,111903,"Redbox Automated Retail, LLC",Automated Kiosk For Dvd Rentals/Sales,General Retailer,Retail,-120.655097529691,35.282090271029,4407,1,C-C,002-341-020
11798,"Redbox Automated Retail, LLC",Retail,201 MADONNA RD,"SAN LUIS OBISPO, CA 93405-5401",2010-03-18,2025-12-15,107644,Outerwall Inc.,Automated Dvd Rental Kiosk,General Retailer,Retail,-120.675797679871,35.264281389331,5832,1,C-R,053-011-029
11799,"Redbox Automated Retail, LLC",Retail,552 CALIFORNIA BLVD STE A,"SAN LUIS OBISPO, CA 93405-1905",2010-09-15,2023-10-31,108902,Outerwall Inc,Automated Dvd Rental Kiosk,General Retailer,Retail,-120.660330378781,35.291054537312,5651,1,C-N,001-042-027
11800,"Redbox Automated Retail, LLC",Retail,3900 BROAD ST,"SAN LUIS OBISPO, CA 93401-7015",2012-07-27,2023-11-30,110990,Outerwall Inc.,Unmanned Automated Kiosk For Dvd Rental/Sales,General Retailer,Retail,-120.643753562476,35.249718532152,4970,1,C-C,053-081-055
11801,Reddast Company,Home Occupation,474 WOODBRIDGE ST,"SAN LUIS OBISPO, CA 93401-5515",2017-09-06,,114534,"Imbaratto, David",Design & Mfg Of Furniture Using Wood & Metal,General Manufacturer,Other,-120.65938764783,35.26638909434,3103,0,R-1,004-822-011
11802,Redding/Burgess Family Living Trust,Rental- Residential,1331 AVALON ST,"SAN LUIS OBISPO, CA 93405-4901",2010-09-16,,108976,Redding/Burgess Family Living Trust,Residential Rental Property,Residential Rental,Rental,-120.688860364597,35.263340518689,5650,0,R-1,004-381-020
11803,Redefined Property Services,Property Management,289 PRADO RD,"SAN LUIS OBISPO, CA 93401-7309",2008-09-22,2010-01-05,106524,", California Property Services",Multi-Family And Commercial Renovation Contractors,Commercial Rental Property,Rental,-120.664937468471,35.253981867434,6374,1,C-S,053-252-043
11804,Redwood Apartments,Rental- Residential,2 LOCATION PROPERTY RENTALS,"SAN LUIS OBISPO, CA 93401",1982-07-01,,73612,"S,L,& L, LLC",Residential Rental Property,Residential Rental,Rental,,,15954,0,,
11805,Reed & Yvonne Spangler,Rental- Residential,2143 FLORENCE AVE,"SAN LUIS OBISPO, CA 93401-4547",2010-09-03,2013-07-09,108267,Reed & Yvonne Spangler,,Residential Rental,Rental,-120.653023182,35.27134899929,5663,1,R-2,003-758-010
11806,Reed Properties,Rental- Residential,1424 ARCHER ST,"SAN LUIS OBISPO, CA 93401-3811",2022-04-13,,118594,"Reed, Dianna",Rental,Residential Rental,Rental,-120.667450248695,35.273228018255,1423,0,R-3,003-611-001
11807,Reed Rothhammer,Rental- Residential,1720 SINGLETREE CT,"SAN LUIS OBISPO, CA 93405-7435",2010-08-26,,108042,Reed Rothhammer,Property Rental,Residential Rental,Rental,-120.691747714639,35.254086135572,5671,0,R-2,053-514-038
11808,Reese Water & Land Surveying,Home Occupation,1970 PARTRIDGE DR,"SAN LUIS OBISPO, CA 93405-6324",1996-12-24,,9430,"Reese, Robert",Land And Hydrographic Surveying,General Service,Service,-120.698280120344,35.255718077109,10664,0,R-1,053-113-051
11809,Reeves Automotive Repair,Auto Mechanic/Detailer/Services,235 TANK FARM RD UNIT C,"SAN LUIS OBISPO, CA 93401-7593",2011-07-13,,110229,"Reeves, John P",Reeves Auto Repair,Professional Service,Service,-120.667115875529,35.246745868271,5350,0,C-S,053-258-012
11810,Reeves Land Company,Rental- Residential,111 ORANGE DR,"SAN LUIS OBISPO, CA 93405-1914",2010-09-09,2014-09-29,108433,"Reeves, William R",,Residential Rental,Rental,-120.660665713548,35.295423145039,5657,1,R-1,052-091-001
11811,Refined Interior Solutions,Home Occupation,868 VISTA DEL ARROYO,"SAN LUIS OBISPO, CA 93405-4807",2016-01-25,2017-06-30,113361,"Kendrick, Christopher R",Mobile Auto Interior Repair,General Service,Service,-120.69907204431,35.266588528781,3693,1,R-1,004-293-050
11812,Reflections- All About Faces,Beauty Salon,1150 GROVE ST,"SAN LUIS OBISPO, CA 93401-2914",1998-06-05,2020-06-30,10822,"Farley, Leigh Anne","Esthetician, Facials, And Waxing",General Service,Service,-120.652612240802,35.2859647545,10136,1,O,001-238-001
11813,Refresh Cleaning Service,Home Occupation,1410 GALLEON WAY #4,"SAN LUIS OBISPO, CA 93405-4945",2019-12-04,,116315,"Gaspar Calixto, Yesenia",Home & Office Cleaning,General Service,Service,-120.690368313452,35.25996322046,2284,0,R-2,004-332-027
11814,Refresh Cleaning Services,Home Occupation,1420 GALLEON WAY STE 8,"SAN LUIS OBISPO, CA 93405-4981",2016-06-28,2017-06-23,113701,"Mata E, Oscar",Cleaning Services,General Service,Service,-120.690338689315,35.259938443905,3538,1,R-2,004-332-026
11815,Refresh Media,Home Occupation,281 BROAD ST,"SAN LUIS OBISPO, CA 93405-2303",2006-04-13,,17652,"Couch, Kristopher",Web Design And Development,General Service,Service,-120.670645947397,35.286926198638,7267,0,R-1,001-091-015
11816,"Refugio Ranch Vineyards, LLC",Manufacturing,203 SUBURBAN RD UNIT 2,"SAN LUIS OBISPO, CA 93401-7517",2012-08-06,2017-06-30,111005,"Allen, Matthew T",Winemaking,General Manufacturer,Other,-120.669872936662,35.243959887211,4960,1,"1172    M
1172    M
Name: zone, dtype: object",053-258-027
11817,"Reg Property Management, Inc",Property Management,3421 EMPRESA DR STE A,"SAN LUIS OBISPO, CA 93401-7364",2003-02-25,,13598,"Singer, David",Property Management Company,General Service,Service,-120.666931152703,35.253685845423,8410,0,C-S,053-255-013
11818,Regal General Contractors Inc,Contractor- General,811 EL CAPITAN WAY 210,"SAN LUIS OBISPO, CA 93401-8912",2008-07-29,2010-10-01,106415,"Giordano, Rob",,Contractor,Service,-120.641859541789,35.246557934822,6429,1,C-S,053-411-023
11819,Regenerate Group,Consultant,2300 SUNSET DR,"SAN LUIS OBISPO, CA 93401-4652",2016-12-14,2019-02-01,114073,"Ward, Beth Marie",Strategic Planning Consulting Services,Professional Service,Service,-120.642268160853,35.275042881848,3369,1,R-1,003-781-008
11820,Reggio Kenneth J & Carol L Schulte Revocable Trust,Rental- Residential,11295 LOS OSOS VALLEY RD #5,"SAN LUIS OBISPO, CA 93405-6307",2010-10-12,2015-03-27,109353,"Reggio, Ken",,Residential Rental,Rental,-120.694403854542,35.260057054488,5624,1,R-3,053-115-066
11821,Regier Condo Rental,Rental- Residential,1750 PREFUMO CANYON RD #18,"SAN LUIS OBISPO, CA 93405-6110",2010-09-03,2015-04-30,108253,", Ron Regier & Doreen Wetzel",,Residential Rental,Rental,-120.701217913149,35.261296305413,5663,1,R-2,053-243-093
11822,Regina & Stuart Miyagishima,Rental- Residential,880 CORIANDER LN,"SAN LUIS OBISPO, CA 93401-7276",2023-09-29,2025-03-05,121177,"Miyagishima, Regina & Stuart",,Residential Rental,Rental,-120.645276650956,35.260040246438,889,1,R-4,053-069-016
11823,Regina Clark,Rental- Residential,3 LOCATION PROPERTY RENTALS,"SAN LUIS OBISPO, CA 93401-2760",2010-09-13,,108676,"Clark, Regina",,Residential Rental,Rental,,,5653,0,,
11824,Region,Alcoholic Beverage,979 MORRO ST,"SAN LUIS OBISPO, CA 93401-3208",2022-04-01,,118014,Region,Regional Wine Selections,Downtown Association,Downtown Association,-120.662489453576,35.281413333343,1435,0,C-D,002-416-033
11825,"Register My Service Animal, LLC",Home Occupation,3352 ROCKVIEW CT,"SAN LUIS OBISPO, CA 93401-4736",2014-09-19,2016-02-01,112297,"Rademaker, Ann",ID Cards For Dogs And Cats,General Service,Service,-120.649336648618,35.258176774108,4186,1,R-2,004-591-027
11826,Reid Cain Homestay,Homestay,1775 OCEANAIRE CT,"SAN LUIS OBISPO, CA 93405-6832",2020-02-11,2021-10-01,116450,"Cain, Reid",AirBnB Homestay,General Service,Service,-120.684476695897,35.257461476809,2215,1,R-1,004-622-013
11827,Reid Patterson,Home Occupation,195 BRIDGE ST,"SAN LUIS OBISPO, CA 93401-5507",2017-05-16,2019-01-15,114300,"Patterson, Reid",Massage Therapist,Massage Therapist,Service,-120.667233342568,35.267656133621,3216,1,M,004-881-002
11828,Reids Auto Body Works,Auto Mechanic/Detailer/Services,1741-B MONTEREY ST,"SAN LUIS OBISPO, CA 93401-2931",1992-11-10,2012-12-31,5994,"Beyer, Reid M",,General Service,Service,-120.65229781016,35.287911718609,12169,1,C-T,001-151-014
11829,Reinhardt D. Quelle,Rental- Residential,411 E FOOTHILL BLVD # 3,"SAN LUIS OBISPO, CA 93405-1669",2021-07-01,2022-06-30,118587,"Quelle, Reinhardt D",rental property,Residential Rental,Rental,-120.677861947146,35.294075250787,1709,1,R-2,052-155-036
11830,Reis Chapel,Miscellaneous Business,991 NIPOMO ST,"SAN LUIS OBISPO, CA 93401-3409",1982-07-01,,73743,"Reis, Kirk & Wendy",Provider of Cremation and Burial Arrangements and Greif guidance and planning of funerals,General Service,Service,-120.666749028503,35.279225616007,15954,0,O,002-401-010
11831,Reis Rentals,Rental- Commercial,887-891 NIPOMO ST,"SAN LUIS OBISPO, CA 93401-3408",1992-04-21,,5168,"Reis, Kirk",,Commercial Rental Property,Rental,-120.667238096763,35.279780896843,12372,0,R-3,002-401-009
11832,Reiss Design Studio,Professional,735 TANK FARM RD 150,"SAN LUIS OBISPO, CA 93401-7065",2015-02-17,,112574,"Reiss, Shana",Architectural Services (now a Professional Corporation),Professional Service,Service,-120.642088476644,35.248636515557,4035,0,O,053-083-028
